N,Iteration,Factor,IR
30,343,WML,-0.0009270193703847666
30,344,MKT_RF,0.4641252901391688
30,344,SMB,0.41271924744770566
30,344,HML,0.09562083392561072
30,344,WML,0.08138273615571354
30,345,MKT_RF,0.13432096535605423
30,345,SMB,-0.4077314094451476
30,345,HML,0.178236346890512
30,345,WML,0.8485109897616925
30,346,MKT_RF,0.1717885331050113
30,346,SMB,0.4783281648074134
30,346,HML,0.3662383207053038
30,346,WML,0.30800792850390113
30,347,MKT_RF,0.21326647858583728
30,347,SMB,-0.27777152603033334
30,347,HML,0.42614348631100096
30,347,WML,0.41130303134960544
30,348,MKT_RF,0.5872648659801483
30,348,SMB,-0.4783074908637941
30,348,HML,-0.16298559953627512
30,348,WML,0.03671322426460698
30,349,MKT_RF,0.4846963318590685
30,349,SMB,-0.2800345266165659
30,349,HML,-0.03489766665091534
30,349,WML,0.1524531785239343
30,350,MKT_RF,0.0247727625275053
30,350,SMB,0.0059461778786815125
30,350,HML,0.2198910126267547
30,350,WML,0.6931642278475922
30,351,MKT_RF,0.5591636002669637
30,351,SMB,-0.42862527981010234
30,351,HML,0.3410334870142465
30,351,WML,-0.3512767765280105
30,352,MKT_RF,-0.09272706474651406
30,352,SMB,-0.019584436382331167
30,352,HML,-0.11679065634946847
30,352,WML,0.5405206039965632
30,353,MKT_RF,0.4167474572441151
30,353,SMB,-0.2673081233417738
30,353,HML,0.24201664985519838
30,353,WML,0.3914877825692183
30,354,MKT_RF,0.32675119869527597
30,354,SMB,-0.32859961901059737
30,354,HML,0.1019878597966942
30,354,WML,0.0851767112740789
30,355,MKT_RF,0.5127676113756293
30,355,SMB,-0.2144585317964295
30,355,HML,0.12567390070214868
30,355,WML,0.21258258579471612
30,356,MKT_RF,0.5540045252301409
30,356,SMB,-0.5707956635609457
30,356,HML,0.372553945082873
30,356,WML,0.3014913647132534
30,357,MKT_RF,0.1663133662931568
30,357,SMB,-0.1762746620769621
30,357,HML,0.5705839024054797
30,357,WML,0.31825702330066447
30,358,MKT_RF,0.2021370300307102
30,358,SMB,-0.1929223585229656
30,358,HML,0.33354341566034135
30,358,WML,0.41262771250747143
30,359,MKT_RF,-0.06239460835770487
30,359,SMB,-0.257101244502726
30,359,HML,0.16074913328036322
30,359,WML,1.0784613891137103
30,360,MKT_RF,0.243965919746868
30,360,SMB,-0.5156701080185145
30,360,HML,0.7811978414614019
30,360,WML,0.2692518185739278
30,361,MKT_RF,0.39838026053013836
30,361,SMB,-0.19679746372570783
30,361,HML,0.29756415528249125
30,361,WML,0.357269317960416
30,362,MKT_RF,0.39123963725221106
30,362,SMB,0.15885292468033152
30,362,HML,-0.06319525688825231
30,362,WML,0.33536445726813746
30,363,MKT_RF,0.30484619650872424
30,363,SMB,-0.2509600527057525
30,363,HML,0.24981186209730236
30,363,WML,0.5293385128981427
30,364,MKT_RF,0.5410302029616282
30,364,SMB,-0.35980391821796587
30,364,HML,0.3740154112027062
30,364,WML,0.006630351182199129
30,365,MKT_RF,0.500795492011024
30,365,SMB,-0.4725263935542362
30,365,HML,0.14962852754515008
30,365,WML,-0.1760790233544844
30,366,MKT_RF,0.45527334776732625
30,366,SMB,0.06983827522932758
30,366,HML,0.3235541955727363
30,366,WML,-0.046839524523029114
30,367,MKT_RF,0.3970356055796159
30,367,SMB,-0.25883311321350394
30,367,HML,0.5875920826438926
30,367,WML,0.1620846744768328
30,368,MKT_RF,0.35498105334543495
30,368,SMB,-0.21938291037508392
30,368,HML,0.266516810320965
30,368,WML,-0.23446348904265354
30,369,MKT_RF,0.8169844953586851
30,369,SMB,-0.10598729703009095
30,369,HML,0.27223423233381877
30,369,WML,-0.6712431647654266
30,370,MKT_RF,0.5119777087913057
30,370,SMB,-0.1177654605884816
30,370,HML,0.45471205902098477
30,370,WML,0.0022644016290614822
30,371,MKT_RF,0.6839564070223343
30,371,SMB,-0.1332329062276249
30,371,HML,0.6043527446916646
30,371,WML,0.12046880788354622
30,372,MKT_RF,0.2935740702881671
30,372,SMB,0.05009701463633889
30,372,HML,-0.13513598020712658
30,372,WML,0.5666914921559812
30,373,MKT_RF,0.48737447862897776
30,373,SMB,0.38219182550300096
30,373,HML,0.30000243319442355
30,373,WML,-0.335309428905021
30,374,MKT_RF,0.1519155602426164
30,374,SMB,0.3742071278104728
30,374,HML,0.8849966877012234
30,374,WML,0.47143948905361316
30,375,MKT_RF,0.11303687491248882
30,375,SMB,0.33559126211685514
30,375,HML,0.45212049497205703
30,375,WML,0.8557514237127024
30,376,MKT_RF,0.310743979336455
30,376,SMB,-0.28528747544694166
30,376,HML,0.2933987440099974
30,376,WML,0.28075404770800433
30,377,MKT_RF,0.31449457182415824
30,377,SMB,-0.36660764157121994
30,377,HML,0.5957015719020788
30,377,WML,0.6323949735943827
30,378,MKT_RF,0.765101377333508
30,378,SMB,-0.1753619334335565
30,378,HML,0.24245100590161656
30,378,WML,-0.14726338176347775
30,379,MKT_RF,0.14654033853499704
30,379,SMB,-0.1242082238353742
30,379,HML,0.8838766833526761
30,379,WML,0.3952689172866211
30,380,MKT_RF,0.5318164112784195
30,380,SMB,-0.37769237347769874
30,380,HML,-0.3985173684195549
30,380,WML,-0.016686508377803912
30,381,MKT_RF,0.08025981097222898
30,381,SMB,-0.09205064170900203
30,381,HML,0.11634589021461801
30,381,WML,0.5018118538690786
30,382,MKT_RF,0.22445971713885213
30,382,SMB,-0.2080146670202923
30,382,HML,0.26287063954909035
30,382,WML,0.9026770177192731
30,383,MKT_RF,0.05883379520247641
30,383,SMB,0.05004538589841867
30,383,HML,0.23059978500651304
30,383,WML,0.36959385873317574
30,384,MKT_RF,0.24489889723889952
30,384,SMB,-0.07704912955879659
30,384,HML,0.36371619107393693
30,384,WML,0.7465655862662921
30,385,MKT_RF,0.14393956042952846
30,385,SMB,-0.26819005255395073
30,385,HML,0.18574936749351043
30,385,WML,0.8661398668139579
30,386,MKT_RF,0.7978166625542522
30,386,SMB,0.07477329652748096
30,386,HML,0.32367598613334897
30,386,WML,0.0655609458438558
30,387,MKT_RF,0.5568353718404276
30,387,SMB,-0.16009996510948918
30,387,HML,0.09616067521134501
30,387,WML,0.219261915432322
30,388,MKT_RF,0.42878207577546984
30,388,SMB,-0.1933671319615135
30,388,HML,0.5363064346327571
30,388,WML,0.35198113930790814
30,389,MKT_RF,1.0150358560886978
30,389,SMB,-0.020406679513995156
30,389,HML,0.15652375767879748
30,389,WML,-0.7206639591633258
30,390,MKT_RF,0.6469375628800852
30,390,SMB,0.02929652972442016
30,390,HML,0.07674964044595076
30,390,WML,0.07203308365836614
30,391,MKT_RF,0.45642816091839317
30,391,SMB,-0.11066861935443754
30,391,HML,-0.1552059405177957
30,391,WML,-0.0851231759210642
30,392,MKT_RF,0.43388718466345305
30,392,SMB,0.09743147430825459
30,392,HML,0.0010372938662943135
30,392,WML,-0.11878165141709923
30,393,MKT_RF,0.09200491757239691
30,393,SMB,-0.2367853043950392
30,393,HML,0.2655679822973539
30,393,WML,0.5917746943697799
30,394,MKT_RF,0.38438368735780515
30,394,SMB,-0.43706871554997617
30,394,HML,0.3163338593489839
30,394,WML,0.18134520205701407
30,395,MKT_RF,0.6309536832135941
30,395,SMB,-0.28295232170357115
30,395,HML,0.1371420929237059
30,395,WML,0.1814932774146322
30,396,MKT_RF,0.5123040163655543
30,396,SMB,-0.24381272524700592
30,396,HML,0.06324098662569869
30,396,WML,-0.040303633843287306
30,397,MKT_RF,0.5492483711907595
30,397,SMB,0.02513099685552939
30,397,HML,0.1576066548467237
30,397,WML,0.07093121844839083
30,398,MKT_RF,0.312550197783044
30,398,SMB,-0.3211968023710619
30,398,HML,0.005814831931835634
30,398,WML,0.44535662556391437
30,399,MKT_RF,0.3034071030728591
30,399,SMB,-0.39220986481085773
30,399,HML,0.5539188391138246
30,399,WML,0.5891610132663613
30,400,MKT_RF,0.5734089438671996
30,400,SMB,-0.10804597959012908
30,400,HML,0.7267756598130768
30,400,WML,-0.04562340802775427
30,401,MKT_RF,0.11264119161417546
30,401,SMB,0.2543600968727687
30,401,HML,0.09714503951707339
30,401,WML,0.7872821374870604
30,402,MKT_RF,0.3085768792256293
30,402,SMB,-0.24681553010532398
30,402,HML,0.3834351221307746
30,402,WML,-0.021182222473999344
30,403,MKT_RF,0.6656556888459388
30,403,SMB,-0.4885445617188096
30,403,HML,0.47493893949075017
30,403,WML,-0.1606978736657318
30,404,MKT_RF,0.7081388627846793
30,404,SMB,-0.47568694476509643
30,404,HML,0.3664898662433649
30,404,WML,0.19243582882510019
30,405,MKT_RF,0.5269148765120489
30,405,SMB,-0.018895923926948336
30,405,HML,0.30461187948474683
30,405,WML,-0.0017762447763596688
30,406,MKT_RF,0.39257089419434743
30,406,SMB,-0.1230824113216021
30,406,HML,0.6132318697524525
30,406,WML,0.463666781880092
30,407,MKT_RF,0.5513046279086866
30,407,SMB,-0.16694966608601758
30,407,HML,0.03503202978978652
30,407,WML,-0.2342658626944996
30,408,MKT_RF,0.3751543368351322
30,408,SMB,-0.4775643629351532
30,408,HML,0.5051200373605845
30,408,WML,0.15092929610674247
30,409,MKT_RF,0.3103094599354284
30,409,SMB,-0.24768242417914557
30,409,HML,0.7576481015235178
30,409,WML,0.0704567043510326
30,410,MKT_RF,0.7264918094365157
30,410,SMB,-0.22771729333222304
30,410,HML,0.1706767356099465
30,410,WML,-0.10434058199444791
30,411,MKT_RF,0.6094019633994936
30,411,SMB,-0.06747761039286437
30,411,HML,0.1465213821382083
30,411,WML,-0.12728029593752097
30,412,MKT_RF,0.26846128330718205
30,412,SMB,0.20104107433764615
30,412,HML,-0.09083317624902
30,412,WML,0.17883238751981884
30,413,MKT_RF,0.5698249491239346
30,413,SMB,0.20101178406419204
30,413,HML,0.15437932502518037
30,413,WML,-0.12382432749904808
30,414,MKT_RF,0.5497596408693102
30,414,SMB,-0.3755754159339961
30,414,HML,0.15277040412475618
30,414,WML,-0.32594990550971015
30,415,MKT_RF,0.3018153742871432
30,415,SMB,-0.10373732072596836
30,415,HML,0.5468613547521767
30,415,WML,0.45630144071737533
30,416,MKT_RF,0.5824383679775281
30,416,SMB,0.07035244605579999
30,416,HML,-0.2982556803755023
30,416,WML,0.024627471483323716
30,417,MKT_RF,0.3946292420592975
30,417,SMB,-0.2953506080547579
30,417,HML,0.06661836000057327
30,417,WML,0.30131359840350824
30,418,MKT_RF,0.22392184082537403
30,418,SMB,-0.302022924875519
30,418,HML,0.3534191887845294
30,418,WML,0.23189646510904421
30,419,MKT_RF,0.5584090371471548
30,419,SMB,-0.16195144530916836
30,419,HML,-0.12927008013543706
30,419,WML,0.5697237595170952
30,420,MKT_RF,0.29520824663195316
30,420,SMB,-0.5028269430107193
30,420,HML,0.15300384070187484
30,420,WML,0.520899400818587
30,421,MKT_RF,0.4375284421927983
30,421,SMB,0.10445254209728705
30,421,HML,0.21682471718311366
30,421,WML,0.257655830437522
30,422,MKT_RF,0.17619283518303697
30,422,SMB,-0.15371256294241342
30,422,HML,0.3904033231827773
30,422,WML,0.37235470323612774
30,423,MKT_RF,0.24454632556162786
30,423,SMB,-0.39692802909559066
30,423,HML,0.7531548887106168
30,423,WML,0.6730198537209502
30,424,MKT_RF,0.6424893435990879
30,424,SMB,-0.6150945286182248
30,424,HML,0.12041288335498125
30,424,WML,-0.12533253240992132
30,425,MKT_RF,0.2598416896129493
30,425,SMB,-0.09536096179321572
30,425,HML,0.27721284026775433
30,425,WML,0.33056156189036484
30,426,MKT_RF,0.5612049020762859
30,426,SMB,-0.18746530562278393
30,426,HML,-0.049838754366015384
30,426,WML,-0.3725882109599188
30,427,MKT_RF,0.1669760459341437
30,427,SMB,-0.4654152180658387
30,427,HML,0.20415095150875903
30,427,WML,0.34378970164148265
30,428,MKT_RF,0.11746936045498788
30,428,SMB,0.31924421614527615
30,428,HML,0.43353682279517314
30,428,WML,0.5815844061857645
30,429,MKT_RF,0.09836135442114123
30,429,SMB,-0.25218080760896844
30,429,HML,0.4958530769159532
30,429,WML,0.6039654867576867
30,430,MKT_RF,0.3648211701484215
30,430,SMB,0.0344571789326791
30,430,HML,0.4143654001828766
30,430,WML,0.014433670126873523
30,431,MKT_RF,0.6144294012390563
30,431,SMB,0.24682525302280625
30,431,HML,-0.1541211554354794
30,431,WML,-0.43548145288981954
30,432,MKT_RF,0.4682720796439254
30,432,SMB,0.04294999267400536
30,432,HML,0.5135943772883685
30,432,WML,-0.02755114309681898
30,433,MKT_RF,0.04660088442472618
30,433,SMB,0.1429349037039616
30,433,HML,0.20497229942097026
30,433,WML,1.1714369264138802
30,434,MKT_RF,0.33297307450774744
30,434,SMB,-0.2118340356914711
30,434,HML,0.11640635543668307
30,434,WML,0.6157540453516553
30,435,MKT_RF,0.20684702677302358
30,435,SMB,-0.42906189482846824
30,435,HML,0.648306237831399
30,435,WML,0.6280604551292512
30,436,MKT_RF,0.5433731245366524
30,436,SMB,-0.20052653762203793
30,436,HML,0.46071825862523436
30,436,WML,0.16548070840383364
30,437,MKT_RF,0.6667131542045616
30,437,SMB,-0.08479569185179248
30,437,HML,0.0969718705466814
30,437,WML,0.42835862491929017
30,438,MKT_RF,0.6470380163586277
30,438,SMB,0.012597110668399594
30,438,HML,0.4988684318743397
30,438,WML,-0.4856029918493057
30,439,MKT_RF,0.8037477136848018
30,439,SMB,-0.4140885339429804
30,439,HML,-0.00378743707713352
30,439,WML,-0.22384616485533493
30,440,MKT_RF,0.5268385906695816
30,440,SMB,0.061948389608292874
30,440,HML,-0.05926066305125952
30,440,WML,-0.03015218966771881
30,441,MKT_RF,0.38774253166759526
30,441,SMB,-0.18023660139119013
30,441,HML,-0.1535580730782533
30,441,WML,0.024516342090198682
30,442,MKT_RF,0.4826992452569058
30,442,SMB,-0.17089046290407434
30,442,HML,-0.22041460539463906
30,442,WML,-0.21834186330663385
30,443,MKT_RF,0.22056901335550833
30,443,SMB,-0.02362479086733967
30,443,HML,0.19902921511318072
30,443,WML,0.446883999698199
30,444,MKT_RF,0.46602443189914994
30,444,SMB,0.2502514798066242
30,444,HML,0.3572646546450944
30,444,WML,0.19085897519042377
30,445,MKT_RF,0.2839510818611982
30,445,SMB,-0.46367966634812285
30,445,HML,-0.33073452798113234
30,445,WML,-0.02443709509106063
30,446,MKT_RF,0.4593486468715746
30,446,SMB,0.05728973482773731
30,446,HML,0.17312621397729197
30,446,WML,0.501163965864617
30,447,MKT_RF,0.008441281480609323
30,447,SMB,-0.03028977270646546
30,447,HML,0.5114903288874494
30,447,WML,0.5872883411379438
30,448,MKT_RF,0.6246871437960922
30,448,SMB,-0.05933008573523116
30,448,HML,-0.06034273091820813
30,448,WML,-0.13779362337796577
30,449,MKT_RF,0.2789840864973497
30,449,SMB,-0.0771295333455353
30,449,HML,0.3497126703647124
30,449,WML,0.7880073293374679
30,450,MKT_RF,0.6043409103992962
30,450,SMB,0.04353507368923468
30,450,HML,0.22429965978327937
30,450,WML,-0.1109072939484511
30,451,MKT_RF,0.34068023649715046
30,451,SMB,0.05780446751040152
30,451,HML,0.5022701534100132
30,451,WML,0.32054022182638187
30,452,MKT_RF,0.5707617071499042
30,452,SMB,-0.20984103961136752
30,452,HML,0.4943031244600473
30,452,WML,-0.18376909541783387
30,453,MKT_RF,0.33406476720523803
30,453,SMB,-0.25136514531831045
30,453,HML,0.4716165663839183
30,453,WML,0.21782890725562712
30,454,MKT_RF,0.20602886520981625
30,454,SMB,-0.40413686228646806
30,454,HML,0.339422355969562
30,454,WML,0.3673793847457798
30,455,MKT_RF,0.280641630544573
30,455,SMB,-0.38662803089252124
30,455,HML,-0.2775060790453539
30,455,WML,0.22113601600175609
30,456,MKT_RF,0.5399018504159626
30,456,SMB,-0.4273659714427339
30,456,HML,0.13580479964152542
30,456,WML,-0.44393022104122565
30,457,MKT_RF,0.10521038385931002
30,457,SMB,-0.3676191923105795
30,457,HML,0.07850114809550834
30,457,WML,0.3999323514333349
30,458,MKT_RF,0.4667372383816753
30,458,SMB,-0.47755014883072944
30,458,HML,0.36842263325554825
30,458,WML,0.04667933169369305
30,459,MKT_RF,0.28427343538385436
30,459,SMB,-0.45112370159400506
30,459,HML,0.08227370836761443
30,459,WML,0.23296965666276556
30,460,MKT_RF,0.40920834134424755
30,460,SMB,-0.485631885059106
30,460,HML,0.05421732038323319
30,460,WML,-0.08113095342933706
30,461,MKT_RF,0.24007382837296043
30,461,SMB,-0.4568358224598891
30,461,HML,0.42526216304280007
30,461,WML,1.0687049730532912
30,462,MKT_RF,0.5387792713043481
30,462,SMB,-0.13218034245605173
30,462,HML,0.3657264805823176
30,462,WML,0.39628606762703417
30,463,MKT_RF,0.42063154951441983
30,463,SMB,-0.019314313900884734
30,463,HML,0.11482228060300426
30,463,WML,0.17831356518054758
30,464,MKT_RF,0.3881809127353974
30,464,SMB,-0.08251755220416981
30,464,HML,0.2792057920075594
30,464,WML,0.5136178607290662
30,465,MKT_RF,0.544737775132483
30,465,SMB,-0.27985694168914976
30,465,HML,0.3908139843367726
30,465,WML,0.06937876537567841
30,466,MKT_RF,-0.018703325594371035
30,466,SMB,-0.22782559777482256
30,466,HML,0.4057780265470965
30,466,WML,1.0492800419471089
30,467,MKT_RF,0.32325320854590567
30,467,SMB,-0.5855987674762144
30,467,HML,0.3638741845874857
30,467,WML,0.17580073698811718
30,468,MKT_RF,0.3167576710661672
30,468,SMB,-0.6408444710202283
30,468,HML,0.13836216370584078
30,468,WML,0.43700373171362883
30,469,MKT_RF,0.5290227483830484
30,469,SMB,0.0711128661231301
30,469,HML,0.5125918341048836
30,469,WML,-0.3523337315503789
30,470,MKT_RF,0.2889516130292265
30,470,SMB,0.011001832595892335
30,470,HML,0.5938810860954643
30,470,WML,0.6129065744120501
30,471,MKT_RF,0.6451962978526902
30,471,SMB,-0.1025603513466219
30,471,HML,0.08826393474492744
30,471,WML,0.169830539410221
30,472,MKT_RF,0.10431897122587536
30,472,SMB,-0.19873265430413073
30,472,HML,0.43672826812040205
30,472,WML,0.373069223164933
30,473,MKT_RF,0.4990974811019236
30,473,SMB,-0.17616412568989367
30,473,HML,0.3357631447576756
30,473,WML,0.3901684170032693
30,474,MKT_RF,0.3445839117288796
30,474,SMB,-0.36455589936492705
30,474,HML,0.09587651852380746
30,474,WML,0.392245956828515
30,475,MKT_RF,0.6286817106554182
30,475,SMB,-0.46360612111120214
30,475,HML,0.3926002910825823
30,475,WML,-0.03872193114841376
30,476,MKT_RF,0.36854152218812786
30,476,SMB,0.008085060131480588
30,476,HML,0.4809558911315583
30,476,WML,0.8545993779705906
30,477,MKT_RF,0.42664721738564837
30,477,SMB,-0.012208839824432122
30,477,HML,0.1279603003636643
30,477,WML,-0.029446712477215073
30,478,MKT_RF,0.8437606217358262
30,478,SMB,-0.7866908572192136
30,478,HML,0.2953994052981603
30,478,WML,-0.6201304737974749
30,479,MKT_RF,0.6512347002722751
30,479,SMB,-0.6942792849629954
30,479,HML,-0.31548935341713824
30,479,WML,-0.4220529437269901
30,480,MKT_RF,0.17776804958095205
30,480,SMB,0.023641155386421735
30,480,HML,0.24029178989992403
30,480,WML,0.6883289003441944
30,481,MKT_RF,0.4011785883181602
30,481,SMB,-0.17383678719498655
30,481,HML,0.565534946593346
30,481,WML,-0.3412115060453828
30,482,MKT_RF,0.20071684515204669
30,482,SMB,0.030884532170215237
30,482,HML,0.2911491402374462
30,482,WML,0.2178885056876832
30,483,MKT_RF,0.7446718123249456
30,483,SMB,-0.6084145726956356
30,483,HML,0.028131697030608204
30,483,WML,-0.22500618137698533
30,484,MKT_RF,0.23388582219832404
30,484,SMB,-0.08448322134137966
30,484,HML,0.6778965320451814
30,484,WML,0.42493710276106
30,485,MKT_RF,0.22939687803339243
30,485,SMB,-0.15962642379706293
30,485,HML,0.17857996928673273
30,485,WML,0.6554416504516936
30,486,MKT_RF,0.5452860391198211
30,486,SMB,0.05928213712319872
30,486,HML,0.2542983862011381
30,486,WML,0.3643396268040844
30,487,MKT_RF,0.4367672763077881
30,487,SMB,-0.1909087403975476
30,487,HML,-0.0664082973759629
30,487,WML,0.16056704594970267
30,488,MKT_RF,1.010828519712521
30,488,SMB,-0.4280778134818962
30,488,HML,0.08889092826978966
30,488,WML,-0.32938687256493676
30,489,MKT_RF,0.34962701535232243
30,489,SMB,-0.25919152009756424
30,489,HML,0.5005018438628313
30,489,WML,0.39679663547748645
30,490,MKT_RF,0.3947735971417823
30,490,SMB,0.031285189360662324
30,490,HML,0.4702766860579256
30,490,WML,0.5550843937992701
30,491,MKT_RF,0.4244289094706289
30,491,SMB,0.166680447753632
30,491,HML,0.16373321784213904
30,491,WML,0.5275070355595967
30,492,MKT_RF,0.1997325580184884
30,492,SMB,0.008697649272352509
30,492,HML,0.4973667370021441
30,492,WML,0.3750522221337381
30,493,MKT_RF,0.14318936059047052
30,493,SMB,-0.14786918854199493
30,493,HML,0.5373314134426657
30,493,WML,0.3424393820433813
30,494,MKT_RF,0.23409752893326125
30,494,SMB,0.3631263475227497
30,494,HML,0.7679178815863162
30,494,WML,0.534951656259789
30,495,MKT_RF,0.8242772075852651
30,495,SMB,-0.8277124246443397
30,495,HML,0.3770315980985016
30,495,WML,-0.6416389349545705
30,496,MKT_RF,0.6035746807396132
30,496,SMB,-0.26105352035997686
30,496,HML,0.35807801921809757
30,496,WML,-0.14130003024476237
30,497,MKT_RF,0.30742232430703925
30,497,SMB,0.19958153464395004
30,497,HML,0.34097661147738767
30,497,WML,0.47347824886333867
30,498,MKT_RF,0.6018836803091897
30,498,SMB,-0.41762948330522404
30,498,HML,0.4117612843213849
30,498,WML,0.17475516065927177
30,499,MKT_RF,0.18604222975802379
30,499,SMB,-0.3878471275720373
30,499,HML,0.3915407669652438
30,499,WML,0.49493315605866534
35,0,MKT_RF,0.43969219585231534
35,0,SMB,-0.5202579606507621
35,0,HML,0.2766110309977352
35,0,WML,0.5125603326345549
35,1,MKT_RF,0.2305083444048973
35,1,SMB,-0.1193898467724565
35,1,HML,0.15248218884578926
35,1,WML,0.4801756268233332
35,2,MKT_RF,0.4653549487972211
35,2,SMB,-0.45202093587224573
35,2,HML,0.4699235105812352
35,2,WML,-0.45275355957245955
35,3,MKT_RF,0.3098576432982382
35,3,SMB,-0.38690025865928174
35,3,HML,0.6613084396895731
35,3,WML,0.6280218426599002
35,4,MKT_RF,0.41405742524114325
35,4,SMB,-0.116607958940214
35,4,HML,0.14021578739488558
35,4,WML,0.6584515892107629
35,5,MKT_RF,0.3112534740213152
35,5,SMB,-0.1120105368326253
35,5,HML,0.7397777256212784
35,5,WML,0.41737586701501406
35,6,MKT_RF,0.5511719191560559
35,6,SMB,-0.10723465561610145
35,6,HML,-0.3173624653769094
35,6,WML,0.02705662371006515
35,7,MKT_RF,0.5579175236382958
35,7,SMB,-0.04496034519563593
35,7,HML,-0.1968958514794775
35,7,WML,0.26042627710834854
35,8,MKT_RF,0.47500998459140226
35,8,SMB,-0.25358004761340525
35,8,HML,0.2544321024367205
35,8,WML,0.49251876651583426
35,9,MKT_RF,0.3560296791981991
35,9,SMB,0.22430936537609603
35,9,HML,0.1304456755394011
35,9,WML,0.1414281767268234
35,10,MKT_RF,0.532189875409496
35,10,SMB,-0.29364667946909456
35,10,HML,0.39708401182295683
35,10,WML,-0.14642628547219547
35,11,MKT_RF,0.22897349749747453
35,11,SMB,-0.5649577114851058
35,11,HML,0.5505592716756134
35,11,WML,0.056269046760567466
35,12,MKT_RF,0.43597243323460444
35,12,SMB,0.014906126005476939
35,12,HML,0.18483515682706514
35,12,WML,0.37359690375022175
35,13,MKT_RF,0.3704361193020625
35,13,SMB,-0.18748026952420546
35,13,HML,0.05634861227778156
35,13,WML,0.13208077069992297
35,14,MKT_RF,0.3954506924963649
35,14,SMB,-0.6101424255127276
35,14,HML,0.5536585965828065
35,14,WML,0.34371037658860304
35,15,MKT_RF,0.6025128863487581
35,15,SMB,-0.2182625909310517
35,15,HML,0.3252950814482852
35,15,WML,-0.088929788768525
35,16,MKT_RF,0.49036945633373097
35,16,SMB,-0.29276604677057044
35,16,HML,0.275998842467673
35,16,WML,0.08428537742598717
35,17,MKT_RF,0.4471787578396398
35,17,SMB,0.17314827343726708
35,17,HML,0.10583853587844239
35,17,WML,0.5371748616994069
35,18,MKT_RF,0.22371564417422446
35,18,SMB,-0.42488647186518014
35,18,HML,0.39865638591470837
35,18,WML,0.16145185657142955
35,19,MKT_RF,0.099557798720487
35,19,SMB,0.10796961425994918
35,19,HML,0.024273101749295457
35,19,WML,0.7948801726770146
35,20,MKT_RF,0.45334543427284424
35,20,SMB,-0.0035050883390232625
35,20,HML,0.4064949576904326
35,20,WML,0.09638751151422179
35,21,MKT_RF,0.3253002972133724
35,21,SMB,0.06341846336952998
35,21,HML,0.03914838908174025
35,21,WML,0.29503534751535626
35,22,MKT_RF,0.2735016310155021
35,22,SMB,-0.28851029856091875
35,22,HML,0.3210975332991079
35,22,WML,0.46119948753905843
35,23,MKT_RF,0.477021264881122
35,23,SMB,-0.07446243522859217
35,23,HML,0.18885598161621636
35,23,WML,0.11526756627283553
35,24,MKT_RF,0.5313384032982421
35,24,SMB,0.04898357330807619
35,24,HML,0.4050967778024435
35,24,WML,0.838079591840631
35,25,MKT_RF,-0.06021548747181023
35,25,SMB,-0.6052880008930269
35,25,HML,0.3501063115491921
35,25,WML,0.723311906703479
35,26,MKT_RF,0.6640967617744385
35,26,SMB,-0.11638372003109271
35,26,HML,0.490185485487329
35,26,WML,-0.11677950874402623
35,27,MKT_RF,0.3798778364579164
35,27,SMB,-0.34284237327547834
35,27,HML,0.4280398919122108
35,27,WML,0.13472970391638517
35,28,MKT_RF,0.6116213086737231
35,28,SMB,-0.08656974307303372
35,28,HML,0.178523111239826
35,28,WML,-0.3325516336064024
35,29,MKT_RF,0.44070764199616264
35,29,SMB,-0.13925368045855083
35,29,HML,0.38736441409139394
35,29,WML,0.44769237755035346
35,30,MKT_RF,0.47647180616071627
35,30,SMB,0.001426630961925213
35,30,HML,-0.20688739480707155
35,30,WML,0.2741199757676662
35,31,MKT_RF,0.3919646238001537
35,31,SMB,0.1294196465549143
35,31,HML,0.3972553741405091
35,31,WML,0.16968427716296455
35,32,MKT_RF,0.33796253817242905
35,32,SMB,0.09713269003188799
35,32,HML,0.04481240116830394
35,32,WML,0.31406326983995747
35,33,MKT_RF,0.5116965060364148
35,33,SMB,-0.23647561206200535
35,33,HML,0.4850388514595738
35,33,WML,0.23814043485227623
35,34,MKT_RF,0.24873983770273386
35,34,SMB,-0.18972690674108705
35,34,HML,0.2344963691215936
35,34,WML,0.47086658321590763
35,35,MKT_RF,0.5277478622143371
35,35,SMB,0.23460242607980902
35,35,HML,0.24238713885633464
35,35,WML,0.03649398227959589
35,36,MKT_RF,0.22615555584257363
35,36,SMB,-0.3202155652782411
35,36,HML,0.5409908084024126
35,36,WML,0.46648850023815547
35,37,MKT_RF,0.37265946667867106
35,37,SMB,-0.3188303646456117
35,37,HML,0.2711372133829627
35,37,WML,0.7938904573070368
35,38,MKT_RF,0.5028652613893545
35,38,SMB,-0.073422315886942
35,38,HML,-0.003890479993273618
35,38,WML,0.24902328533738355
35,39,MKT_RF,0.36519922908601427
35,39,SMB,-0.22749248226795443
35,39,HML,0.2791644112756314
35,39,WML,0.5030832075882814
35,40,MKT_RF,0.508316964635913
35,40,SMB,-0.23861029594083194
35,40,HML,0.3698524585082793
35,40,WML,0.3795383962328384
35,41,MKT_RF,0.34487722068238413
35,41,SMB,0.02518964504722351
35,41,HML,0.18890859482910893
35,41,WML,0.28174370132339943
35,42,MKT_RF,0.05719762484511242
35,42,SMB,0.02188892626801357
35,42,HML,-0.028963513236222982
35,42,WML,0.9525273667208717
35,43,MKT_RF,0.22332473769174696
35,43,SMB,-0.3465708925796923
